url,language,speaker_id,domain,gender,location,duration,age
https://www.youtube.com/watch?v=NYyODjHr7aE,Nepali,Null,Finance,Male,kathmandu,00:15:08,Null
https://www.youtube.com/watch?v=K8TPyGEMykw,Nepali,Null,Finance,Male,kathmandu,00:21:45,Null
https://www.youtube.com/watch?v=6DyfZCtAnX4,Nepali,Null,Finance,Male,kathmandu,00:19:16,Null
https://www.youtube.com/watch?v=GldMbMe94N8,Nepali,Null,Finance,Male,kathmandu,00:24:57,Null
https://www.youtube.com/watch?v=KckLzs8Cmy4,Nepali,Null,Finance,Male,kathmandu,00:17:20,Null
https://www.youtube.com/watch?v=iZr4r42Oa64,Nepali,Null,Finance,Male,kathmandu,00:14:43,Null
https://www.youtube.com/watch?v=kFS2M_pmOwU,Nepali,Null,Finance,Male,kathmandu,00:15:27,Null
https://www.youtube.com/watch?v=bWTEkhGRigw,Nepali,Null,Finance,Male,kathmandu,00:24:44,Null
https://www.youtube.com/watch?v=LVislRRyDrg,Nepali,Null,Finance,Male,kathmandu,00:14:18,Null
https://www.youtube.com/watch?v=evmnqmR4yuc,Nepali,Null,Finance,Male,kathmandu,00:12:05,Null
https://www.youtube.com/watch?v=8jqaqy27by8,Nepali,Null,Finance,Male,kathmandu,00:09:32,Null
https://www.youtube.com/watch?v=Ld6D5hAV8qE,Nepali,Null,Finance,Male,kathmandu,00:10:03,Null
https://www.youtube.com/watch?v=_ZFUMnMzVuY,Nepali,Null,Finance,Male,kathmandu,00:00:59,Null
https://www.youtube.com/watch?v=T45QCzdvWH4,Nepali,Null,Finance,Male,kathmandu,00:17:47,Null
https://www.youtube.com/watch?v=DoRPDeAcZR8,Nepali,Null,Finance,Male,kathmandu,00:07:38,Null
https://www.youtube.com/watch?v=ji1WaoIYjEM,Nepali,Null,Finance,Male,kathmandu,00:06:28,Null
https://www.youtube.com/watch?v=Ytj2kdLu7PA,Nepali,Null,Finance,Male,kathmandu,00:04:28,Null
https://www.youtube.com/watch?v=CDI1NOmSohQ,Nepali,Null,Finance,Male,kathmandu,00:14:45,Null
https://www.youtube.com/watch?v=sBGPapcKJAw,Nepali,Null,Finance,Male,kathmandu,00:20:10,Null
https://www.youtube.com/watch?v=Bml84d8BD0g,Nepali,Null,Finance,Male,kathmandu,00:21:30,Null
https://www.youtube.com/watch?v=Fz2KBjjr0GI,Nepali,Null,Finance,Male,kathmandu,00:03:14,Null
https://www.youtube.com/watch?v=VIMqRevDrwM,Nepali,Null,Finance,Male,kathmandu,00:11:29,Null
https://www.youtube.com/watch?v=IUu1nRuKxtY,Nepali,Null,Finance,Male,kathmandu,00:09:37,Null
https://www.youtube.com/watch?v=e2Iv735JLME,Nepali,Null,Finance,Male,kathmandu,00:02:38,Null
https://www.youtube.com/watch?v=Dpp2ewKUD2A,Nepali,Null,Finance,Male,kathmandu,00:09:37,Null
https://www.youtube.com/watch?v=CoKsTOgcxJ0,Nepali,Null,Finance,Male,kathmandu,00:16:17,Null
https://www.youtube.com/watch?v=sQv4PGlPEcM,Nepali,Null,Finance,Male,kathmandu,00:13:18,Null
https://www.youtube.com/watch?v=GugnuoKAc5s,Nepali,Null,Finance,Male,kathmandu,00:11:01,Null
https://www.youtube.com/watch?v=V_2ibJXAHoA,Nepali,Null,Finance,Male,kathmandu,00:11:41,Null
https://www.youtube.com/watch?v=jsIYtqqEFlE,Nepali,Null,Finance,Male,kathmandu,00:09:19,Null
https://www.youtube.com/watch?v=wwZHgaH-teE,Nepali,Null,Finance,Male,kathmandu,00:14:07,Null
https://www.youtube.com/watch?v=elGooPqS0dQ,Nepali,Null,Health,Null,kathmandu,00:17:35,Null
https://www.youtube.com/watch?v=s78hQIcGHCk,Nepali,Null,Health,Null,kathmandu,00:17:36,Null
https://www.youtube.com/watch?v=XJTwGwtjKzA,Nepali,Null,Health,Null,kathmandu,00:14:43,Null
https://www.youtube.com/watch?v=wZ1CbNG-wjM,Nepali,Null,Health,Null,kathmandu,00:11:44,Null
https://www.youtube.com/watch?v=J8Gv0Fe5ZQk,Nepali,Null,Health,Null,kathmandu,00:08:21,Null
https://www.youtube.com/watch?v=-KSr25_8mmg,Nepali,Null,Health,Null,kathmandu,00:09:54,Null
https://www.youtube.com/watch?v=cgE0q1lgOp0,Nepali,Null,Health,Null,kathmandu,00:16:59,Null
https://www.youtube.com/watch?v=7xqgZJJbz7Q,Nepali,Null,Health,Null,kathmandu,00:19:12,Null
https://www.youtube.com/watch?v=6VnikmZkDXU,Nepali,Null,Health,Null,kathmandu,00:10:48,Null
https://www.youtube.com/watch?v=wl1T5QSZByM,Nepali,Null,Health,Null,kathmandu,00:13:30,Null
https://www.youtube.com/watch?v=w4lZtYlcZm4,Nepali,Null,Health,Null,kathmandu,00:13:09,Null
https://www.youtube.com/watch?v=Q8vN-b1e7Sk,Nepali,Null,Health,Null,kathmandu,00:13:13,Null
https://www.youtube.com/watch?v=5ZEn85HLxfA,Nepali,Null,Health,Null,kathmandu,00:12:46,Null
https://www.youtube.com/watch?v=YjtAL1ewPm0,Nepali,Null,Health,Null,kathmandu,00:15:39,Null
https://www.youtube.com/watch?v=DD3bJBccu-Q,Nepali,Null,Health,Null,kathmandu,00:10:29,Null
https://www.youtube.com/watch?v=zd6qdKjxIdk,Nepali,Null,Health,Null,kathmandu,00:15:40,Null
https://www.youtube.com/watch?v=GOQ2nlpXna8,Nepali,Null,Health,Null,kathmandu,00:14:20,Null
https://www.youtube.com/watch?v=ikjuE3VYDrQ,Nepali,Null,Health,Null,kathmandu,00:11:00,Null
https://www.youtube.com/watch?v=M6MZmb3xoH0,Nepali,Null,Health,Null,kathmandu,00:10:41,Null
https://www.youtube.com/watch?v=zMB7b-IRXHU,Nepali,Null,Health,Null,kathmandu,00:15:48,Null
https://www.youtube.com/watch?v=soITBxJblEo,Nepali,Null,Health,Null,kathmandu,00:09:55,Null
https://www.youtube.com/watch?v=APa5D_uUfqE,Nepali,Null,Health,Null,kathmandu,00:12:07,Null
https://www.youtube.com/watch?v=6Fxzn0i4pg8,Nepali,Null,Health,Null,kathmandu,00:12:05,Null
https://www.youtube.com/watch?v=gM5QEIWKP_I,Nepali,Null,Health,Null,kathmandu,00:12:54,Null
https://www.youtube.com/watch?v=RtFm4YQeBFk,Nepali,Null,Health,Null,kathmandu,00:21:16,Null
https://www.youtube.com/watch?v=at32LvoErGk,Nepali,Null,Health,Null,kathmandu,00:14:43,Null
https://www.youtube.com/watch?v=2Ev-_5o4HlE,Nepali,Null,Health,Null,kathmandu,00:13:04,Null
https://www.youtube.com/watch?v=K1Rs6oREGNY,Nepali,Null,Health,Null,kathmandu,00:07:11,Null
https://www.youtube.com/watch?v=RPdpmIpOQRg,Nepali,Null,Health,Null,kathmandu,00:12:21,Null
https://www.youtube.com/watch?v=zMWjEIvqMB8,Nepali,Null,Health,Null,kathmandu,00:10:31,Null
https://www.youtube.com/watch?v=W0zgRC8c210,Nepali,Null,Health,Null,kathmandu,00:18:36,Null
https://www.youtube.com/watch?v=QdxTHL2R4B8,Nepali,Null,Health,Null,kathmandu,00:11:25,Null
https://www.youtube.com/watch?v=6PXRTYdOJpI,Nepali,Null,Health,Null,kathmandu,00:07:25,Null
https://www.youtube.com/watch?v=VqUXNafHB94,Nepali,Null,Health,Null,kathmandu,00:11:17,Null
https://www.youtube.com/watch?v=x6KsGj3U4hQ,Nepali,Null,Health,Null,kathmandu,00:16:17,Null
https://www.youtube.com/watch?v=VErl4sap42Q,Nepali,Null,Health,Null,kathmandu,00:06:56,Null
https://www.youtube.com/watch?v=rzuI2n4NWR0,Nepali,Null,Health,Null,kathmandu,00:09:24,Null
https://www.youtube.com/watch?v=bSD8RQtdFcw,Nepali,Null,Health,Null,kathmandu,00:09:55,Null
https://www.youtube.com/watch?v=3UWc7sdFfkA,Nepali,Null,Health,Null,kathmandu,00:09:22,Null
https://www.youtube.com/watch?v=H7idj3DC70Q,Nepali,Null,Health,Null,kathmandu,00:10:41,Null
https://www.youtube.com/watch?v=hbuaKMZpjqk,Nepali,Null,Health,Null,kathmandu,00:12:27,Null
https://www.youtube.com/watch?v=Yp9NIgyL1Oc,Nepali,Null,Health,Null,kathmandu,00:12:20,Null
https://www.youtube.com/watch?v=XdeXk4ShTPA,Nepali,Null,Health,Null,kathmandu,00:19:12,Null
https://www.youtube.com/watch?v=Bqq-gaU4B0E,Nepali,Null,Health,Null,kathmandu,00:14:11,Null
https://www.youtube.com/watch?v=C4pZwIX3-sM,Nepali,Null,Health,Null,kathmandu,00:11:42,Null
https://www.youtube.com/watch?v=ypLhQUoFAWQ,Nepali,Null,Health,Null,kathmandu,00:14:10,Null
https://www.youtube.com/watch?v=HhD6z9ngWw8,Nepali,Null,Health,Null,kathmandu,00:11:11,Null
https://www.youtube.com/watch?v=yu7YaF8SFjg,Nepali,Null,Health,Null,kathmandu,00:07:59,Null
https://www.youtube.com/watch?v=pvCOoT_QBg8,Nepali,Null,Health,Null,kathmandu,00:16:15,Null
https://www.youtube.com/watch?v=u76pBOhxHb0,Nepali,Null,Health,Null,kathmandu,00:08:38,Null
https://www.youtube.com/watch?v=BGX5Sv6Uyn0,Nepali,Null,Health,Null,kathmandu,00:13:05,Null
