url,language,speaker_id,domain,gender,location,duration,age
https://www.youtube.com/watch?v=mWQd-x3xlRA,Maithili,Null,Health,Female,Siraha,7 Hr 26 Min 12 Sec,Null
https://www.youtube.com/watch?v=BWU5jZBj9JY,Maithili,Null,Health,Female,Siraha,7 Hr 26 Min 12 Sec,Null
https://www.youtube.com/watch?v=U6GfBXLH1Lc,Maithili,Null,Health,Female,Siraha,7 Hr 26 Min 12 Sec,Null
https://www.youtube.com/watch?v=J_pS2cCFtlg,Maithili,Null,Health,Female,Siraha,7 Hr 26 Min 12 Sec,Null
https://www.youtube.com/watch?v=P-G4RzzbFZU,Maithili,Null,Health,Female,Siraha,7 Hr 26 Min 12 Sec,Null
https://www.youtube.com/watch?v=N-5fj5PL0Ng,Maithili,Null,Health,Female,Siraha,7 Hr 26 Min 12 Sec,Null
https://www.youtube.com/watch?v=27YbkM7Nxq4,Maithili,Null,Health,Female,Siraha,7 Hr 26 Min 12 Sec,Null
https://www.youtube.com/watch?v=MPp7dwNG6EI,Maithili,Null,Health,Female,Siraha,7 Hr 26 Min 12 Sec,Null
https://www.youtube.com/watch?v=H9W-rBsog9k,Maithili,Null,Health,Female,Siraha,7 Hr 26 Min 12 Sec,Null
https://www.youtube.com/watch?v=JtkIhPxDkD0,Maithili,Null,Health,Female,Siraha,7 Hr 26 Min 12 Sec,Null
https://www.youtube.com/watch?v=_4iA0lfjUzI,Maithili,Null,Health,Female,Siraha,7 Hr 26 Min 12 Sec,Null
https://www.youtube.com/watch?v=5ctosKudDGQ,Maithili,Null,Health,Female,Siraha,7 Hr 26 Min 12 Sec,Null
https://www.youtube.com/watch?v=mBRmkKpKCE8,Maithili,Null,Health,Female,Siraha,7 Hr 26 Min 12 Sec,Null
https://www.youtube.com/watch?v=6Xp4rqI1YbU,Maithili,Null,Health,Female,Siraha,7 Hr 26 Min 12 Sec,Null
https://www.youtube.com/watch?v=5p1kRmapBoA,Maithili,Null,Health,Female,Siraha,7 Hr 26 Min 12 Sec,Null
https://www.youtube.com/watch?v=vedxGOBJDKM,Maithili,Null,Health,Female,Siraha,7 Hr 26 Min 12 Sec,Null
https://www.youtube.com/watch?v=-4ptrNR0TU8,Maithili,Null,Health,Female,Siraha,7 Hr 26 Min 12 Sec,Null
